Age,Income,CreditScore,LoanAmount,LoanDuration,DebtToIncome,Repaid
51,152998,692,140365,46,0.92,1
54,194741,724,164049,57,0.84,1
58,113289,687,60034,52,0.53,1
44,119279,685,249877,44,2.09,1
39,143388,650,248477,14,1.73,1
20,129252,743,23322,36,0.18,1
30,147815,736,129649,58,0.88,1
43,177902,699,190486,13,1.07,1
41,77495,710,47642,46,0.61,0
50,78893,690,193760,16,2.46,0
59,83029,668,206071,15,2.48,1
40,153828,688,126710,35,0.82,1
61,188445,653,47295,30,0.25,1
35,127480,697,60031,15,0.47,1
50,193088,703,242854,16,1.26,1
38,75284,700,105934,52,1.41,1
59,142248,670,175352,34,1.23,0
56,117304,733,35339,39,0.30,1
24,163170,725,219596,29,1.35,0
61,142555,737,193926,36,1.36,1
44,49376,701,24276,53,0.49,1
46,65131,670,72991,42,1.12,0
40,57712,701,25799,13,0.45,1
47,93897,720,193434,35,2.06,0
56,82802,720,72541,36,0.88,0
59,99588,653,55958,28,0.56,1
45,42882,742,161935,34,3.78,1
42,68053,704,111815,25,1.64,1
23,175012,741,242199,35,1.38,1
33,121688,713,117290,56,0.96,1
63,187573,697,147364,27,0.79,1
50,128538,703,102694,36,0.80,1
26,144892,694,96746,36,0.67,0
26,171745,747,102521,22,0.60,1
64,191380,680,189752,26,0.99,1
54,58800,662,171764,28,2.92,0
42,146999,702,149590,55,1.02,1
40,52284,651,78519,59,1.50,1
49,60688,714,197398,33,3.25,1
44,89741,677,120142,42,1.34,1
63,93545,739,58297,33,0.62,1
38,101140,696,190133,35,1.88,1
64,180473,696,79708,31,0.44,1
63,57034,725,130380,30,2.29,1
38,172752,674,141848,59,0.82,1
47,102261,658,116023,45,1.13,1
50,177760,697,160326,30,0.90,0
30,135406,674,14801,23,0.11,1
63,70669,710,219330,54,3.10,0
59,139970,664,134877,21,0.96,1
18,148591,658,174642,46,1.18,1
22,62320,668,239371,14,3.84,1
18,67820,676,147760,36,2.18,1
51,98195,688,154106,47,1.57,1
29,197868,741,82640,45,0.42,0
59,108864,676,39441,43,0.36,1
44,108785,721,26490,38,0.24,1
28,117453,725,58984,48,0.50,1
49,78831,704,32220,20,0.41,1
49,134520,716,69058,37,0.51,1
59,161897,657,127613,28,0.79,0
33,77116,696,212108,14,2.75,0
48,80476,655,18559,56,0.23,1
47,136089,695,51569,24,0.38,1
50,168557,715,154455,46,0.92,1
34,147318,659,183585,35,1.25,0
61,115810,670,138898,52,1.20,1
55,54039,733,63624,46,1.18,1
32,135529,736,146341,42,1.08,0
57,165769,664,213838,35,1.29,1
27,43082,662,231210,23,5.37,1
24,100112,710,61559,25,0.61,0
46,100640,723,168300,22,1.67,1
31,89526,673,241007,34,2.69,1
57,91443,651,166141,27,1.82,1
54,139459,673,89619,53,0.64,0
47,79677,690,71891,49,0.90,0
22,176950,857,185248,66,1.05,1
28,169016,884,213947,58,1.27,1
64,62345,759,260362,14,4.18,1
64,74974,890,156145,14,2.08,1
27,114255,849,43816,75,0.38,1
39,232456,830,295323,66,1.27,1
55,228141,892,102715,68,0.45,1
30,175455,886,210668,65,1.20,1
47,237016,872,269000,14,1.13,1
60,228401,753,295462,61,1.29,1
30,183952,823,155410,15,0.84,1
28,60532,756,156139,80,2.58,1
22,105323,897,258874,70,2.46,0
31,67043,893,59488,83,0.89,1
27,196491,818,59383,53,0.30,1
63,54540,863,223584,17,4.10,1
19,79430,801,265820,68,3.35,1
18,180343,832,176548,66,0.98,1
23,129175,774,89450,30,0.69,1
57,134410,898,290654,80,2.16,1
43,207554,777,136889,82,0.66,1
62,90947,883,172824,21,1.90,1
48,223092,857,141047,35,0.63,0
33,65928,865,215952,31,3.28,1
21,213946,817,239569,47,1.12,1
47,99324,850,184800,45,1.86,1
31,122948,773,85659,62,0.70,1
40,212497,800,236845,50,1.11,1
41,108743,810,52677,59,0.48,1
32,201186,821,56390,82,0.28,1
59,123649,830,239715,12,1.94,1
44,52643,844,33416,34,0.63,1
34,148157,753,49768,50,0.34,1
56,142104,817,164342,81,1.16,1
37,169585,864,164913,53,0.97,1
31,88508,833,121506,22,1.37,1
28,235658,858,105658,78,0.45,1
23,165165,821,149452,30,0.90,1
47,175710,804,78522,81,0.45,1
64,128546,892,171485,14,1.33,1
51,160727,796,255528,23,1.59,1
55,240559,791,130055,72,0.54,1
26,102141,846,42866,70,0.42,1
51,136778,827,70777,50,0.52,1
46,121696,814,215043,12,1.77,1
39,52208,750,213800,40,4.10,1
61,238172,764,39288,28,0.16,1
33,74310,854,18906,34,0.25,1
35,160262,769,216104,15,1.35,1
26,187015,854,103227,46,0.55,1
20,100126,890,202934,64,2.03,1
64,173066,817,61104,44,0.35,1
23,66148,835,32337,45,0.49,1
34,74164,853,129261,37,1.74,1
18,237804,812,259231,36,1.09,1
34,188578,793,98356,54,0.52,1
60,106125,854,111210,18,1.05,1
35,198394,899,292052,59,1.47,1
39,207339,759,249288,72,1.20,1
26,129160,816,17700,40,0.14,1
37,169879,835,291685,48,1.72,1
63,179458,805,123672,39,0.69,1
42,108437,848,68995,21,0.64,1
38,145853,757,14098,23,0.10,0
43,235773,892,36671,34,0.16,1
18,143029,782,283201,14,1.98,1
41,92554,825,45712,60,0.49,1
42,209122,855,25054,37,0.12,1
53,156879,792,82736,26,0.53,1
25,133211,804,30661,60,0.23,1
45,183403,782,27058,34,0.15,1
45,94898,779,157209,81,1.66,1
30,163030,845,76750,43,0.47,1
24,216878,894,96291,31,0.44,1
47,195883,780,182900,78,0.93,1
19,243418,861,29296,41,0.12,1
38,119062,769,236141,17,1.98,1
51,134583,863,279628,37,2.08,0
19,192050,836,31198,33,0.16,1
19,108889,783,293641,58,2.70,1
61,57175,838,161303,61,2.82,1
31,162435,754,89533,58,0.55,1
21,147595,859,191865,33,1.30,0
44,217013,886,295487,25,1.36,1
28,183078,832,154790,40,0.85,1
25,82786,870,136642,12,1.65,1
23,132893,794,155243,58,1.17,1
45,71376,777,122003,78,1.71,1
50,211760,781,84323,30,0.40,1
57,207041,892,84855,49,0.41,1
60,198582,838,228691,38,1.15,1
56,210495,835,204274,17,0.97,1
56,156069,851,226766,44,1.45,1
36,131385,795,49464,47,0.38,1
19,75204,762,208496,82,2.77,0
51,101881,842,26582,46,0.26,1
20,91712,798,54044,14,0.59,1
51,242319,861,74146,75,0.31,1
59,133739,775,78889,27,0.59,1
58,111943,856,75821,43,0.68,1
48,178750,750,175122,82,0.98,0
58,100863,805,215410,14,2.14,1
48,197446,836,44159,71,0.22,1
39,224995,839,225499,31,1.00,1
48,194590,854,100443,69,0.52,1
64,141734,836,230909,82,1.63,1
48,88221,886,70055,41,0.79,1
33,80012,883,281639,17,3.52,1
54,245323,888,55253,53,0.23,1
62,232205,789,50687,58,0.22,1
18,119477,819,158875,53,1.33,1
57,203077,882,36039,23,0.18,1
63,180129,863,165738,21,0.92,1
58,233802,795,258126,63,1.10,1
44,228260,756,18358,30,0.08,1
55,98439,895,280537,67,2.85,1
40,91040,808,267508,31,2.94,1
44,236211,814,204091,58,0.86,1
51,242202,868,130785,70,0.54,1
39,105589,837,293466,76,2.78,1
34,224926,801,165886,28,0.74,1
34,72835,833,262587,23,3.61,1
60,137131,752,128962,17,0.94,1
63,70994,755,259887,33,3.66,1
42,114092,807,141427,24,1.24,1
27,56130,797,105088,15,1.87,1
56,188810,785,150447,19,0.80,1
58,117861,891,30247,58,0.26,1
24,206662,757,156170,81,0.76,1
53,210305,862,198093,49,0.94,1
62,104764,834,190289,17,1.82,0
36,148482,763,154202,36,1.04,1
56,165975,755,286360,32,1.73,1
47,171169,815,268133,70,1.57,1
51,207193,795,52952,33,0.26,1
49,162243,763,130768,30,0.81,1
32,101292,824,264765,52,2.61,1
28,72876,789,183760,72,2.52,1
29,223123,858,65241,17,0.29,1
61,245420,759,255577,66,1.04,1
45,115091,772,241110,54,2.09,1
63,230908,817,273052,51,1.18,1
29,90156,861,229698,25,2.55,1
46,64389,869,80178,79,1.25,1
26,219414,826,196025,51,0.89,1
57,231315,875,46558,59,0.20,1
55,181858,784,44624,16,0.25,1
32,119320,811,62543,64,0.52,1
38,175249,781,264064,83,1.51,1
59,101711,854,229082,75,2.25,1
30,80000,320,400000,36,5.00,0
45,120000,310,300000,24,2.50,0
35,60000,330,200000,12,3.33,0
50,150000,340,500000,48,3.33,0
25,40000,350,150000,18,3.75,0
40,80000,780,50000,36,0.63,1
35,60000,800,30000,24,0.50,1
50,100000,820,80000,48,0.80,1
30,50000,760,40000,12,0.80,1
45,120000,850,100000,60,0.83,1
40,90000,500,300000,60,3.33,0
35,100000,520,250000,48,2.50,0
45,110000,480,200000,36,1.82,0
50,95000,510,350000,72,3.68,0
30,85000,490,150000,24,1.76,0
