Age,Income,CreditScore,LoanAmount,LoanDuration,DebtToIncome,Repaid
47,131057.12,572,283955.41,27,6.91,false
36,79961.78,786,2487.16,39,0.06,true
41,39902.45,489,156632.03,41,39.08,false
36,36847.85,577,187368.84,76,57.28,false
32,198257.34,756,1966.64,71,0.43,true
23,55898.01,754,4125.65,15,0.25,true
26,125410.11,941,7022.82,12,0.37,true
32,165920.74,704,2481.55,71,0.61,true
46,34022.13,430,235313.11,68,42.31,false
52,23383.77,496,48547.74,52,50.41,false
25,43615.41,530,273867.57,83,57.78,false
23,40662.07,774,1524.67,26,0.11,true
49,141041.77,768,5523.16,61,0.23,true
49,101478.04,516,290318.05,60,6.31,false
22,61569.74,745,7062.99,29,0.36,true
59,86605.08,755,7529.00,23,0.35,true
58,79881.52,795,2077.04,74,0.17,true
28,51402.43,787,1347.32,24,0.21,true
42,133491.22,532,454798.89,28,2.44,true
28,37381.87,363,260283.85,26,50.71,false
43,39754.86,408,210675.00,16,50.09,false
24,17965.63,561,97397.55,44,26.58,false
36,61379.81,871,5651.68,70,0.49,true
66,67618.52,834,3098.68,22,0.27,true
26,26778.61,637,113524.80,13,49.05,false
56,67858.20,919,5977.32,64,0.46,true
22,76572.29,725,2784.58,33,0.04,true
31,40477.79,641,239461.56,25,21.68,false
40,132887.96,752,7286.01,34,0.33,true
53,31084.53,386,156842.41,72,56.88,false
52,117696.53,754,3257.81,30,0.23,true
65,65670.81,753,6163.45,19,0.47,true
59,77646.11,858,6647.81,59,0.40,true
33,48367.22,622,321203.55,75,53.65,false
35,170600.74,873,3880.27,30,0.57,true
30,39925.04,633,272572.68,81,40.83,false
61,53278.92,761,5306.25,32,0.27,true
53,18180.38,581,92763.94,18,33.47,false
31,115002.13,905,1398.63,41,0.64,true
29,42949.17,715,2769.70,39,0.35,true
43,26881.99,430,54618.94,60,41.09,false
21,24066.40,423,119366.89,24,14.66,false
35,96981.94,482,243178.27,45,6.01,false
36,121753.67,815,7522.09,82,0.54,true
27,12279.05,624,67807.29,60,34.19,false
24,27014.94,351,181489.74,21,52.43,false
30,63476.29,720,5758.44,70,0.26,true
52,198923.89,740,16589.09,46,0.08,true
18,22176.25,481,97828.44,72,46.75,false
56,188411.96,859,16542.35,51,0.46,true
37,159827.95,765,6716.12,81,0.01,true
48,12790.99,591,30233.73,34,51.90,false
48,18181.96,369,58569.81,75,21.01,false
25.50,21708.65,621.56,74835.37,52,28.12,false
31.24,91377.37,673.69,144909.60,32,0.70,true
39.53,51092.23,605.49,54865.02,53,45.89,false
67.88,161515.24,805.92,68661.66,21,0.09,true
40.93,29993.01,541.26,504228.53,41,47.73,false
47.64,166918.36,827.60,40831.21,44,0.28,true
18.88,25119.35,376.89,437914.86,78,50.62,false
39.10,120063.66,611.30,118491.77,47,3.36,false
44.72,58424.02,717.92,73592.69,12,0.36,true
29.00,63371.98,892.23,91332.76,63,0.07,true
57.72,94947.06,846.10,96067.82,69,0.24,true
18.84,11088.95,568.26,426242.41,48,24.73,false
31.67,93618.94,637.97,70232.62,50,2.52,false
43.12,62107.43,300.73,153422.75,49,52.15,false
38.92,93408.94,651.50,74638.24,32,4.45,false
32.22,95570.40,674.73,128657.48,27,2.60,true
35.76,25140.86,369.45,156626.70,55,39.25,false
29.67,29101.38,392.65,109597.42,83,25.89,false
20.38,34541.20,476.49,484504.17,67,50.77,false
47.86,84154.92,625.35,136262.31,32,5.34,true
39.44,181222.29,761.40,53410.76,71,0.27,true
30.99,104427.26,765.45,46233.86,28,0.13,true
43.41,111287.06,643.06,92719.50,29,4.31,false
63.24,96830.27,906.34,69576.97,63,0.32,true
35.14,75524.57,712.81,96379.82,30,4.30,false
44.34,36490.64,411.42,235834.92,56,16.05,false
34.95,23270.81,400.41,68701.48,56,43.45,false
43.73,92950.10,804.07,53696.93,42,0.29,true
39.64,41661.80,412.55,475774.14,47,24.81,false
25.17,139215.16,769.24,73202.10,49,0.19,true
44.34,99962.31,722.23,25124.65,26,3.12,true
25.32,100290.39,707.44,16268.19,34,0.14,true
35.22,42313.77,331.99,544541.52,64,29.32,false
61.32,52447.62,750.98,61233.96,21,0.32,true
18.92,29201.98,418.41,202814.32,48,28.59,false
33.89,62908.67,640.51,68540.93,33,3.39,true
28.84,81366.74,909.89,91895.35,33,0.23,true
60.33,100727.74,710.69,29243.93,53,0.44,true
41.55,59219.67,676.73,152810.06,41,4.12,true
41.81,26244.29,554.76,126244.23,42,29.15,false
41.84,61614.21,552.75,118439.09,79,36.57,false
26.95,64464.12,770.22,31932.33,22,0.09,true
23.29,47213.00,589.59,410028.28,54,47.53,false
50.00,76016.57,664.43,85787.99,49,4.25,false
33.28,16022.45,531.34,543007.70,50,40.17,false
19.27,49660.10,480.44,132602.97,71,15.95,false
27.94,19407.08,538.88,508770.39,79,44.60,false
44.46,183401.41,766.55,98058.89,50,0.37,true
57.77,196747.19,855.42,46088.56,38,0.22,true
44.48,123800.25,841.93,76630.66,61,0.13,true
50.64,123447.26,730.84,51705.97,50,3.23,true
32.88,23523.17,334.57,572015.80,75,42.78,false
62.52,101660.72,931.95,87944.04,71,0.36,true
47.33,69635.95,832.40,56289.17,16,0.28,true
69.73,166623.08,786.18,18310.04,14,0.12,true
43.06,20530.53,308.35,254617.44,52,18.19,false
36.33,44767.74,341.52,385893.12,71,52.63,false
41.70,17837.37,492.91,228315.56,56,17.40,false
19.04,46324.20,342.81,70231.68,49,52.70,false
41.76,108639.89,609.31,145085.14,59,1.61,true
56.40,98593.17,804.46,50558.40,14,0.17,true
52.20,122447.25,700.11,116238.42,55,1.78,false
37.55,41922.11,589.19,104888.10,54,33.39,false
69.64,98046.73,937.23,26435.90,74,0.08,true
39.77,42756.72,491.62,95908.14,79,36.63,false
25.30,188625.89,892.10,20831.14,56,0.13,true
36.06,119482.67,654.93,24898.29,40,3.04,false
37.34,60396.83,690.27,108531.87,54,2.90,false
30.87,200919.05,788.16,56679.03,41,0.36,true
41.42,13936.45,658.43,426255.63,41,48.15,false
30.22,84388.05,683.28,73335.48,50,2.71,true
29.48,24538.69,616.26,413287.53,47,48.13,false
54.52,71062.56,632.06,46302.42,39,3.51,true
43.65,52391.17,356.50,247747.36,61,45.98,false
68.77,59578.58,807.69,68325.44,60,0.37,true
61.41,159309.33,950.89,52981.95,83,0.23,true
58.83,203219.71,791.11,22800.46,35,0.15,true
44.37,66527.76,670.72,125267.89,57,2.47,false
30.93,68976.52,639.32,106912.77,51,2.09,true
40.10,57852.18,634.53,492434.32,40,17.11,false
29.86,99810.98,751.79,98595.76,75,0.42,true
19.11,61310.83,331.66,57731.83,43,20.52,false
44.85,55722.62,625.33,493207.92,43,16.50,false
59.18,203621.41,944.77,100894.40,83,0.44,true
32.73,22165.04,361.63,279728.82,66,41.44,false
28.72,24050.53,408.09,264533.61,40,52.57,false
27.75,35152.32,313.54,145971.86,72,29.29,false
26.14,175952.35,853.26,55717.36,66,0.11,true
38.21,38582.73,619.37,272879.28,66,37.82,false
41.06,150420.17,853.43,78704.93,76,0.26,true
32.17,62014.99,734.07,77458.34,41,0.42,true
64.76,203167.99,841.21,15670.49,54,0.17,true
23.27,13464.66,486.22,296340.16,37,18.40,false
40.82,59986.86,362.17,324703.30,51,53.41,false
41.13,78447.02,667.17,89512.29,33,1.24,true
44.19,10658.26,569.84,397511.14,44,37.42,false
49.04,51361.38,719.32,62836.86,42,1.82,false
34.34,23735.04,536.58,453402.57,79,18.01,false
47.26,110533.09,649.07,139190.86,25,4.49,true
38.45,97853.94,812.74,61245.22,29,0.38,true
28.84,17233.61,380.77,298141.38,61,35.57,false
58.86,187553.24,752.14,41545.61,27,0.16,true
50.27,57174.11,622.04,88372.78,47,3.77,true
45.00,134779.09,731.20,57072.37,46,0.39,true
25.87,195937.98,947.65,67911.72,32,0.39,true
41.52,25068.52,416.43,77395.53,46,21.48,false
44.86,178550.84,864.13,15742.25,23,0.38,true
26.24,39656.26,596.90,123434.83,81,48.36,false
33.35,23739.29,354.45,79503.52,61,44.28,false
23.83,37710.48,519.38,463248.79,38,23.22,false
36.08,12212.68,429.47,221851.68,53,53.94,false
44.01,52457.77,654.24,256687.17,63,46.85,false
39.52,49351.20,629.81,203111.60,44,37.13,false
39.00,156873.76,940.78,49444.88,67,0.40,true
24.62,48469.30,601.99,551780.21,37,50.09,false
31.99,61916.70,857.56,93661.96,55,0.17,true
39.49,26674.61,315.99,101290.26,60,43.34,false
38.03,57590.37,569.12,487553.63,77,35.00,false
49.72,60923.90,755.06,38896.31,44,2.97,true
38.49,45065.81,627.69,435120.02,45,33.28,false
25.30,13103.55,478.28,533515.47,79,50.05,false
40.14,30901.67,577.58,556620.39,38,53.47,false
39.58,60381.26,732.99,73082.65,27,0.05,true
38.98,87975.19,740.36,27763.79,40,3.74,true
54.15,75370.05,602.19,99845.89,52,3.12,true
41.52,107353.78,617.27,136241.34,41,4.76,true
52.31,116662.07,701.10,102688.72,39,4.92,false
34.59,121043.03,610.26,27306.83,49,2.74,true
42.89,38695.67,616.99,288490.62,37,45.83,false
41.06,55868.39,309.85,293269.55,80,26.32,false
37.12,52091.94,534.07,512911.77,57,37.77,false
35.65,87011.23,665.44,130398.99,53,3.61,false
41.85,45191.30,487.58,441531.03,83,16.11,false
25.91,50152.80,634.70,82735.55,49,45.48,false
57.51,102039.21,880.81,59171.03,36,0.07,true
64.49,186062.37,742.29,85763.37,61,0.35,true
67.54,164618.44,954.58,33988.05,26,0.13,true
35.69,31071.05,303.63,361856.76,38,52.90,false
33.05,39564.93,516.34,480534.52,74,54.25,false
40.98,13992.57,604.55,155267.46,54,15.96,false
24.86,24751.80,382.60,447643.62,62,51.57,false
26.84,103554.64,851.20,30232.36,41,0.38,true
48.60,113863.35,725.89,90277.25,14,0.18,true
49.98,174670.89,724.89,91572.00,53,0.24,true
21.22,23760.74,528.63,436726.23,56,15.96,false
40.16,31764.30,573.15,262822.41,80,35.95,false
66.69,95112.93,785.99,62585.73,70,0.40,true
40.12,20018.14,503.67,481700.70,42,52.45,false
35.97,85511.50,735.53,125181.32,58,4.09,true
41.50,58626.63,696.81,79264.33,42,4.63,false
35.84,15620.96,496.59,583865.33,71,30.79,false
44.17,54643.80,391.32,229935.67,55,24.11,false
44.73,17205.80,407.02,411550.32,60,15.62,false
23.45,37242.64,647.25,290607.39,39,47.57,false
37.16,193587.48,940.65,64656.85,58,0.27,true
58.41,102104.46,747.68,78810.49,83,0.33,true
41.67,156813.20,739.97,25135.43,40,0.24,true
33.68,125856.59,773.49,80718.83,24,0.24,true
53.41,140487.97,886.34,55032.78,16,0.38,true
53.89,105564.18,730.58,116380.11,44,1.02,true
35.97,58502.05,642.78,441486.38,67,15.98,false
31.05,59624.07,302.87,538905.01,42,20.10,false
20.87,21714.12,582.29,116548.07,57,19.54,false
47.77,72265.58,614.54,97282.68,43,1.62,false
31.75,147385.93,750.88,66484.28,28,0.19,true
21.78,29172.29,370.88,144166.32,57,31.93,false
61.90,62527.67,763.87,86465.03,45,0.05,true
44.05,57179.48,459.82,179031.77,51,22.22,false
36.01,94870.38,771.23,92628.01,76,0.15,true
56.91,130036.01,916.31,97827.06,29,0.12,true
42.74,49404.95,645.93,385857.43,37,47.97,false
42.89,54062.27,338.18,80828.29,77,17.44,false
30.32,81121.14,738.56,45080.47,33,4.37,false
42.83,70536.51,935.88,41198.69,82,0.33,true
48.51,202848.67,833.56,85743.06,51,0.42,true
49.51,123304.52,766.16,24565.23,45,0.39,true
68.93,194126.44,828.78,71201.40,61,0.42,true
63.60,86928.11,792.84,76865.98,63,0.42,true
38.58,45519.47,339.62,68285.20,39,16.62,false
34.10,170448.44,831.37,91834.85,54,0.44,true
48.23,150453.09,719.78,48291.43,12,0.31,true
42.23,18937.12,341.03,375495.11,44,49.99,false
21.55,11378.97,380.77,64609.73,42,43.00,false
50.19,104750.97,825.53,56502.35,26,0.21,true
33.61,196752.63,895.69,73987.00,74,0.21,true
28.29,118001.12,880.70,66200.09,13,0.27,true
64.12,52716.31,863.09,60697.70,47,0.12,true
33.51,26557.31,334.37,430025.31,51,51.34,false
41.73,104059.67,719.77,106442.21,34,4.38,true
32.72,117776.87,728.39,69617.56,49,0.43,true
24.31,15246.38,625.62,605764.15,60,26.84,false
31.78,33389.18,579.38,402241.55,58,39.10,false
29.18,137529.15,828.24,30626.00,57,0.40,true
65.82,148101.58,894.73,19263.02,78,0.17,true
52.45,66986.94,829.94,95278.64,14,0.34,true
41.36,189994.82,853.28,88712.22,48,0.26,true
41.19,59085.28,435.72,84593.74,66,27.37,false
31.69,50162.63,647.21,44092.42,36,3.92,false
34.76,106762.56,697.64,145445.55,30,4.89,false
66.76,129068.28,947.56,44954.40,17,0.44,true
24.13,59653.72,509.02,228374.71,60,37.71,false
19.51,36836.72,413.18,499076.05,38,15.22,false
20.72,56200.99,537.42,539734.44,59,44.49,false
52.09,108956.66,861.65,25563.48,51,0.26,true
63.56,65244.96,747.43,75463.13,56,0.08,true
43.97,56703.80,686.01,87156.44,32,3.38,true
36.79,77930.55,720.85,62327.14,45,2.69,false
37.29,56278.88,694.57,116634.04,42,0.98,false
60.30,140760.39,918.96,11006.20,41,0.19,true
22.04,23420.93,472.52,473153.59,47,50.81,false
20.16,48006.81,603.11,526995.76,80,46.33,false
69.54,196597.46,785.10,66510.85,44,0.27,true
26.96,21726.87,341.02,385548.89,56,20.28,false
18.16,25239.22,512.31,71750.96,67,42.27,false
43.03,146076.56,932.14,52929.86,15,0.24,true
36.20,139688.84,944.87,99723.41,59,0.06,true
34.34,92232.51,657.89,74219.15,32,5.26,true
50.10,132225.31,886.26,42066.27,57,0.16,true
66.26,107250.73,762.48,21025.65,42,0.34,true
33.15,122341.46,885.68,89157.58,64,0.12,true
28.66,54881.72,845.56,30560.13,12,0.08,true
54.53,184676.44,808.12,60751.10,37,0.27,true
25.90,34750.31,484.28,143952.21,65,27.78,false
27.80,13051.97,657.68,259037.23,67,29.57,false
49.70,117340.35,789.63,47317.54,25,0.13,true
52.79,136586.64,907.52,81051.29,44,0.10,true
33.14,38640.30,468.89,194798.23,59,48.15,false
53.95,169239.63,868.05,93071.77,43,0.08,true
45.98,136034.52,713.46,36909.44,43,0.44,true
24.44,22885.31,616.43,340265.87,63,35.15,false
41.72,70015.60,828.44,65846.07,17,0.06,true
52.14,92236.69,623.94,66997.21,56,1.34,false
67.72,99111.75,872.16,59081.05,54,0.23,true
40.55,47824.99,601.45,227861.42,55,19.79,false
60.12,196179.29,713.26,92240.67,19,0.34,true
38.75,74150.71,892.58,42563.10,15,0.38,true
53.68,174478.13,956.50,55709.94,13,0.23,true
35.15,16176.88,457.43,529648.96,78,53.74,false
51.36,99888.44,932.49,15514.26,19,0.17,true
39.94,26601.59,320.87,270313.02,45,25.39,false
64.09,99400.50,721.94,87110.59,40,0.36,true
27.13,57912.66,645.33,587214.28,54,49.70,false
33.41,33066.68,556.34,150247.73,49,20.28,false
25.64,23545.02,623.93,278650.01,42,20.95,false
33.77,45823.31,618.59,153239.61,74,51.14,false
31.27,203272.93,793.81,45196.94,57,0.44,true
42.50,78666.98,675.89,97239.69,30,3.78,false
33.58,13019.29,319.25,181019.19,55,36.13,false
21.55,53037.33,336.18,330608.99,77,27.24,false
42.86,82451.97,737.85,63130.51,54,0.98,false
50.91,68135.76,724.16,138632.32,49,1.76,true
57.30,156897.53,710.76,33466.75,35,0.09,true
26.40,55622.55,452.19,595375.52,49,51.04,false
43.70,71480.15,664.65,61346.28,56,2.88,true
25.82,90090.92,835.17,100508.67,17,0.12,true
33.53,28501.22,370.26,79363.35,37,38.15,false
67.64,69649.63,951.60,82663.88,13,0.10,true
56.32,135822.93,764.47,18061.36,79,0.20,true
38.48,55756.01,620.67,61215.91,24,1.79,true
49.48,163284.50,827.21,28212.85,65,0.15,true
32.69,166166.61,917.01,103622.73,70,0.05,true
37.18,40202.65,565.47,310880.24,40,17.94,false
47.86,150984.30,782.97,71542.51,82,0.15,true
38.94,150316.56,953.55,61078.86,13,0.20,true
31.64,143570.37,734.46,69085.61,27,0.10,true
69.00,197408.15,868.12,76576.38,28,0.29,true
26.94,50571.46,436.17,168018.67,66,43.67,false
42.78,14592.87,410.92,77889.88,44,35.76,false
35.08,72191.34,603.40,109724.48,25,3.16,false
64.40,133451.72,788.86,90595.42,56,0.14,true
63.09,77952.35,727.29,80487.77,37,0.18,true
19.38,33655.70,507.67,130355.95,41,30.26,false
34.87,17461.80,396.41,513883.58,73,16.82,false
40.39,130125.49,865.92,20244.95,42,0.12,true
34.37,162252.36,744.17,31400.07,12,0.26,true
53.24,88393.67,809.52,76980.96,36,0.23,true
57.36,139585.91,776.11,53826.76,37,0.43,true
48.99,97583.01,683.66,121208.06,29,3.16,false
57.35,104182.07,789.43,95079.77,38,0.23,true
41.33,62066.43,458.10,439222.01,83,16.69,false
35.24,48335.63,566.48,111893.00,63,51.21,false
28.61,61872.77,342.28,355702.50,40,33.73,false
26.70,55873.83,480.23,330910.79,52,25.95,false
47.68,196122.91,784.14,35184.78,51,0.12,true
24.64,56643.84,527.59,333213.50,46,49.41,false
50.19,179066.09,738.49,64123.26,12,0.07,true
32.02,130579.32,862.32,52222.08,66,0.07,true
61.20,143689.12,937.06,101115.88,73,0.06,true
43.49,178104.20,881.90,70282.13,63,0.07,true
46.84,58194.58,884.40,79548.58,75,0.22,true
49.35,58632.15,806.02,64270.44,45,0.27,true
34.82,31371.14,434.52,441408.24,64,35.03,false
36.32,54566.08,734.54,106001.54,26,5.08,true
35.39,73866.18,737.26,124628.82,51,3.08,true
32.10,125093.44,886.72,90147.88,73,0.33,true
26.04,55650.95,387.67,390753.99,67,32.68,false
26.28,32380.54,361.80,515785.08,81,39.71,false
41.33,59992.69,395.02,366706.15,60,38.50,false
39.98,31307.04,325.59,144567.25,40,19.96,false
65.45,91935.43,811.90,36106.72,67,0.11,true
30.94,128782.23,734.10,13369.04,27,0.26,true
40.33,63067.76,738.67,51675.29,53,4.20,true
32.16,53390.18,602.03,386586.50,47,33.09,false
32.26,64961.87,637.27,73749.38,36,4.43,false
34.08,42893.20,531.08,59266.94,62,50.38,false
33.75,102028.32,910.21,29508.24,69,0.19,true
25.42,96038.18,713.69,75335.75,55,0.33,true
31.67,99142.33,701.18,28911.27,78,0.35,true
28.59,15056.65,522.28,110871.36,57,48.71,false
18.44,49236.54,349.42,249645.60,81,53.40,false
40.70,55366.59,442.70,244510.13,72,40.91,false
40.70,35415.25,506.64,477535.27,38,46.14,false
27.86,41910.20,562.13,188597.41,58,44.91,false
51.97,76037.26,612.06,94079.67,24,2.77,false
45.88,167367.68,931.30,49905.36,65,0.28,true
36.94,34138.88,443.80,73237.07,61,52.32,false
38.29,140345.66,909.46,33275.17,22,0.20,true
23.28,43675.78,438.79,268372.79,51,39.95,false
47.14,199534.82,913.33,92960.81,21,0.31,true
31.36,40856.09,649.40,212954.54,73,18.06,false
37.06,26775.15,502.90,101666.36,49,51.91,false
35.29,23074.26,502.00,433227.01,38,42.54,false
34.33,28179.38,581.70,389932.79,73,25.69,false
51.06,114016.46,840.50,32123.34,52,0.21,true
26.60,41107.14,417.77,513136.28,61,50.89,false
22.10,23206.70,534.42,147893.59,72,36.97,false
48.64,101964.35,736.03,56388.90,35,4.49,false
34.10,56828.90,462.92,118887.59,68,41.11,false
37.81,113935.43,727.10,129685.66,39,2.22,true
45.16,69806.63,727.50,46247.93,44,0.31,true
32.52,36586.42,379.99,420792.05,36,29.17,false
29.47,50240.93,491.27,362461.02,56,48.81,false
36.35,38811.36,591.88,526365.63,41,20.00,false
49.66,48610.24,644.24,125661.20,51,3.29,true
54.98,144509.81,943.69,42282.41,41,0.28,true
35.98,76279.57,770.10,99233.74,25,0.22,true
38.62,97670.21,623.67,47702.15,37,1.67,false
24.63,34577.79,327.95,109142.03,69,40.62,false
63.14,174421.51,828.66,90928.52,50,0.35,true
20.07,58551.59,352.16,578470.68,70,34.62,false
30.64,53301.36,697.33,66646.44,44,2.78,true
24.73,53947.97,591.87,144374.49,37,34.95,false
56.62,106647.71,922.93,16392.39,16,0.16,true
59.06,92197.33,934.88,58915.79,41,0.33,true
38.63,22285.94,607.82,178652.56,49,35.35,false
27.12,106571.76,872.29,26172.73,47,0.13,true
55.79,83554.77,750.66,93565.48,16,0.34,true
65.76,94041.15,920.81,41449.32,75,0.22,true
38.79,54917.44,614.55,87494.02,43,2.30,false
65.56,183181.27,766.65,102300.93,56,0.19,true
49.60,61654.51,728.50,36633.34,34,3.27,true
51.06,59922.53,609.36,76433.09,33,2.45,true
29.72,59709.54,739.40,80774.33,55,0.28,true
40.87,16900.74,401.38,230028.34,56,29.67,false
39.73,95246.98,810.92,28109.62,77,0.25,true
37.23,103318.81,713.88,60778.27,71,0.18,true
29.14,34179.20,479.80,590830.53,39,42.83,false
66.48,124730.87,745.99,81517.08,57,0.33,true
66.88,79764.33,913.76,72886.36,57,0.35,true
23.42,15572.88,588.18,506166.71,71,42.56,false
26.71,140370.03,881.93,55588.79,31,0.16,true
44.14,109191.35,702.17,140850.82,40,4.43,false
32.76,47226.83,321.45,221756.99,65,37.03,false
28.12,31984.33,474.59,225905.41,83,44.99,false
43.97,180227.96,894.28,65308.97,57,0.38,true
69.69,70198.09,908.91,19092.34,19,0.31,true
29.21,16625.04,452.88,67437.25,39,28.36,false
56.43,85043.81,934.91,45516.05,20,0.09,true
33.34,58962.90,815.68,69572.00,53,0.15,true
46.45,139541.77,727.56,39219.51,58,0.45,true
28.87,12648.53,426.30,352943.58,36,46.62,false
31.82,72704.19,814.38,31966.80,77,0.20,true
26.69,127444.27,705.39,85606.92,38,0.40,true
40.10,32269.08,599.86,117386.39,78,34.54,false
26.83,84766.64,746.18,55845.76,12,0.21,true
28.06,35661.16,492.11,580615.17,45,41.40,false
68.72,63342.90,742.36,19826.63,69,0.39,true
21.09,20658.88,458.33,67736.89,58,17.80,false
27.92,165469.62,787.36,98486.60,42,0.31,true
33.83,48590.06,547.57,201177.00,46,23.83,false
39.28,119263.18,856.28,73713.34,23,0.31,true
55.81,198951.67,792.92,71625.58,32,0.10,true
48.46,135087.47,934.57,16642.09,40,0.10,true
37.34,18890.37,395.48,354156.74,69,39.11,false
27.50,15915.65,526.00,472999.37,59,22.26,false
43.86,17054.63,599.42,316709.25,49,50.33,false
41.28,43674.81,624.25,146841.50,60,30.21,false
31.27,168438.16,947.60,21791.43,24,0.08,true
59.24,59068.90,896.39,15134.54,61,0.14,true
68.21,140691.65,942.31,15958.81,75,0.29,true
36.30,68705.18,856.08,21168.85,71,0.18,true
25.49,60269.15,312.35,232998.17,59,43.55,false
51.47,83547.34,727.75,153267.70,46,2.31,true
48.39,110091.07,842.72,73463.19,56,0.07,true
33.57,91068.01,664.43,35501.57,52,3.36,true
64.57,205385.88,791.81,35620.21,25,0.28,true
65.68,136738.69,813.06,79646.19,38,0.23,true
29.64,55343.16,904.66,24744.60,18,0.11,true
52.39,108460.37,682.39,34684.23,41,3.35,false
32.10,54058.73,680.31,145415.80,59,2.53,true
60.07,100030.90,801.26,82820.42,35,0.19,true
45.68,103047.01,660.94,132291.35,33,5.25,true
51.62,146051.44,737.44,33693.66,58,0.27,true
27.20,35533.13,527.91,263041.49,54,38.12,false
36.13,52685.91,631.30,448263.20,62,16.40,false
36.21,82326.98,714.69,105127.43,56,0.63,false
46.43,113064.89,812.06,23094.30,61,0.40,true
69.90,74099.22,850.21,65444.19,57,0.27,true
24.47,52509.58,319.01,305620.61,41,36.39,false
43.41,47623.10,383.83,491167.28,39,16.50,false
50.44,118299.43,666.35,71639.71,38,0.83,false
24.36,48599.55,517.46,449030.16,58,21.48,false
25.50,39637.88,482.32,496398.19,54,50.57,false
43.21,76331.00,673.17,92861.67,54,2.00,true
40.00,63009.40,747.65,75674.78,51,3.70,true
38.16,17158.04,521.53,331040.11,52,35.73,false
21.33,28416.64,376.32,219599.29,73,33.80,false
56.63,207064.12,719.77,31606.51,62,0.39,true
47.42,145891.28,901.21,26887.69,69,0.20,true
32.88,43061.54,420.28,179316.34,66,54.21,false
24.82,35333.97,415.70,519219.66,74,16.04,false
37.05,27771.65,517.10,544353.50,36,18.74,false
20.78,41761.16,488.36,403320.11,55,40.90,false
46.20,191034.26,921.28,83452.06,22,0.44,true
42.30,84666.99,617.70,31654.75,28,3.51,true
40.85,112944.51,791.12,55167.19,25,0.26,true
44.92,194779.00,783.18,70207.25,59,0.24,true
22.29,34856.15,476.15,570468.81,52,24.08,false
55.99,160083.71,804.84,18129.08,63,0.23,true
31.37,201096.31,708.90,40355.68,38,0.35,true
33.85,139591.55,858.07,29780.47,33,0.38,true
40.00,48366.79,465.87,366190.25,68,54.10,false
30.69,59548.79,451.07,201151.04,66,17.51,false
47.03,145782.64,913.29,25012.70,17,0.45,true
39.90,28111.23,514.75,142194.00,66,49.04,false
28.62,18391.27,504.35,254474.50,46,17.70,false
36.34,39639.60,609.23,304016.40,52,26.72,false
27.04,167908.15,789.11,87967.26,65,0.29,true
38.86,196377.51,801.81,33538.81,78,0.41,true
55.67,168231.77,826.64,83141.85,51,0.22,true
41.92,121972.45,724.59,39841.43,46,0.36,true
64.46,85887.54,744.81,27474.93,50,0.09,true
42.09,73574.07,790.17,12135.11,76,0.28,true
49.12,96391.82,660.26,87930.56,30,1.10,false
39.22,34145.41,414.25,524675.29,57,26.87,false
39.15,59520.00,648.32,311104.96,69,38.84,false
20.97,28214.68,459.61,226228.69,61,37.16,false
32.61,26496.07,575.65,281807.08,62,48.30,false
19.43,29127.69,646.08,250168.44,76,50.64,false
40.79,12669.86,399.84,71649.78,65,50.12,false
56.58,92097.31,736.17,91157.78,83,0.16,true
59.80,99484.59,797.53,26505.48,22,0.23,true
48.51,105550.32,735.69,123418.57,29,2.34,false
27.99,159858.56,787.51,69821.70,66,0.28,true
38.06,14702.67,348.57,444666.29,72,50.80,false
48.69,187453.25,930.02,33112.13,54,0.08,true
37.84,44251.06,497.69,59504.51,71,48.62,false
35.63,200576.52,795.55,79249.33,42,0.23,true
40.47,29347.63,585.89,129104.71,37,48.10,false
32.31,71955.62,756.47,104822.59,42,0.77,false
64.87,198701.24,921.00,63453.06,46,0.37,true
33.92,97655.26,659.73,60960.71,45,2.12,true
38.99,21379.08,545.56,168576.51,68,19.95,false
22.81,43426.45,516.90,229530.69,42,22.17,false
43.35,97741.55,616.26,133405.81,32,4.29,false
31.63,94236.86,700.14,57127.73,31,2.59,true
51.88,61378.25,699.25,31288.51,36,1.45,false
50.90,59588.46,710.59,99650.51,18,0.07,true
50.02,100919.01,715.40,20749.58,36,0.38,true
32.17,59352.59,459.50,385767.31,72,39.76,false
37.98,114962.11,693.91,141549.51,31,0.90,false
33.78,99803.56,947.38,87084.12,47,0.23,true
57.71,133166.02,713.93,16411.11,52,0.27,true
30.22,107561.61,682.58,66172.68,51,1.71,true
37.10,61031.65,611.79,213390.56,66,15.49,false
30.54,22284.24,575.80,164356.76,49,22.36,false
52.83,98289.20,730.89,40173.63,44,5.23,true
31.72,146098.80,754.60,91047.82,35,0.23,true
50.01,104927.61,606.15,37932.64,57,3.69,false
40.20,46258.93,484.41,441956.33,37,43.75,false
34.81,32067.50,554.79,563530.39,48,44.74,false
31.18,56890.00,716.25,92875.36,59,0.19,true
34.14,35682.31,461.20,297802.80,79,21.32,false
67.10,166019.88,809.31,64523.21,20,0.06,true
38.52,170024.99,890.48,33800.68,23,0.18,true
32.19,74060.28,730.62,114346.29,54,1.28,false
27.28,23505.42,344.54,57174.70,68,53.01,false
56.68,73947.22,701.56,41840.55,25,0.19,true
41.24,12995.32,632.97,551856.51,70,20.72,false
57.30,138303.96,943.73,79209.95,71,0.22,true
33.29,52631.59,561.16,215044.06,71,28.76,false
63.08,193287.09,793.28,57510.71,64,0.22,true
